SUBDIVISION,YEAR,ANNUAL
Haryana Delhi & Chandigarh,1932,439.9
Haryana Delhi & Chandigarh,1933,856.9
Haryana Delhi & Chandigarh,1934,501.3
Haryana Delhi & Chandigarh,1935,568.4000000000002
Haryana Delhi & Chandigarh,1936,511.1
Haryana Delhi & Chandigarh,1937,481.6
Haryana Delhi & Chandigarh,1938,278.90000000000003
Haryana Delhi & Chandigarh,1939,310.2999999999999
Haryana Delhi & Chandigarh,1940,395.7
Haryana Delhi & Chandigarh,1941,363.9
Haryana Delhi & Chandigarh,1942,804.4
Haryana Delhi & Chandigarh,1943,407.9
Haryana Delhi & Chandigarh,1944,484.30000000000007
Haryana Delhi & Chandigarh,1945,654.7
Haryana Delhi & Chandigarh,1946,437.70000000000016
Haryana Delhi & Chandigarh,1947,464.6
Haryana Delhi & Chandigarh,1948,591.9999999999999
Haryana Delhi & Chandigarh,1949,485.3
Haryana Delhi & Chandigarh,1950,551.2
Haryana Delhi & Chandigarh,1951,338.2
Haryana Delhi & Chandigarh,1952,556.5
Haryana Delhi & Chandigarh,1953,561.8
Haryana Delhi & Chandigarh,1954,536.9
Haryana Delhi & Chandigarh,1955,694
Haryana Delhi & Chandigarh,1956,653.7
Haryana Delhi & Chandigarh,1957,617.2000000000003
Haryana Delhi & Chandigarh,1958,672.9999999999999
Haryana Delhi & Chandigarh,1959,485.00000000000006
Haryana Delhi & Chandigarh,1960,722.9000000000003
Haryana Delhi & Chandigarh,1961,627.8
Haryana Delhi & Chandigarh,1962,511
Haryana Delhi & Chandigarh,1963,521.7
Haryana Delhi & Chandigarh,1964,711
Haryana Delhi & Chandigarh,1965,381.9
Haryana Delhi & Chandigarh,1966,707.9000000000003
Haryana Delhi & Chandigarh,1967,839.8999999999999
Haryana Delhi & Chandigarh,1968,388.3
Haryana Delhi & Chandigarh,1969,477.20000000000016
Haryana Delhi & Chandigarh,1970,538.1999999999998
Haryana Delhi & Chandigarh,1971,636.7999999999997
Haryana Delhi & Chandigarh,1972,440.8
Haryana Delhi & Chandigarh,1973,527.1
Haryana Delhi & Chandigarh,1974,384.9
Haryana Delhi & Chandigarh,1975,622
Haryana Delhi & Chandigarh,1976,726.6999999999997
Haryana Delhi & Chandigarh,1977,740.0999999999997
Haryana Delhi & Chandigarh,1978,651.3000000000002
Haryana Delhi & Chandigarh,1979,341.5
Haryana Delhi & Chandigarh,1980,513.3
Haryana Delhi & Chandigarh,1981,493.3
Haryana Delhi & Chandigarh,1982,506.6
Haryana Delhi & Chandigarh,1983,744.4999999999999
Haryana Delhi & Chandigarh,1984,479.2
Haryana Delhi & Chandigarh,1985,572.4
Haryana Delhi & Chandigarh,1986,451
Haryana Delhi & Chandigarh,1987,318.6
Haryana Delhi & Chandigarh,1988,845.1
Haryana Delhi & Chandigarh,1989,416.5
Haryana Delhi & Chandigarh,1990,703.2000000000003
Haryana Delhi & Chandigarh,1991,393.8
Haryana Delhi & Chandigarh,1992,429.5
Haryana Delhi & Chandigarh,1993,523.7
Haryana Delhi & Chandigarh,1994,564.3000000000002
Haryana Delhi & Chandigarh,1995,819.1999999999997
Haryana Delhi & Chandigarh,1996,644.6999999999998
Haryana Delhi & Chandigarh,1997,668.5999999999998
Haryana Delhi & Chandigarh,1998,685.3
Haryana Delhi & Chandigarh,1999,344.49999999999994
Haryana Delhi & Chandigarh,2000,384.3999999999999
Haryana Delhi & Chandigarh,2001,485.4
Haryana Delhi & Chandigarh,2002,357.3
Haryana Delhi & Chandigarh,2003,597.4000000000002
Haryana Delhi & Chandigarh,2004,487.20000000000016
Haryana Delhi & Chandigarh,2005,519.3999999999999
Haryana Delhi & Chandigarh,2006,330.99999999999994
Haryana Delhi & Chandigarh,2007,446.6
Haryana Delhi & Chandigarh,2008,710.3000000000003
Haryana Delhi & Chandigarh,2009,395.3
Haryana Delhi & Chandigarh,2010,640.4
Haryana Delhi & Chandigarh,2011,512.1
Haryana Delhi & Chandigarh,2012,391.3
Haryana Delhi & Chandigarh,2013,461.3
Haryana Delhi & Chandigarh,2014,305.5
Haryana Delhi & Chandigarh,2015,435.5
Haryana Delhi & Chandigarh,2016,398.70000000000016
Haryana Delhi & Chandigarh,2017,421.7
Punjab,1901,523.3
Punjab,1902,397.9
Punjab,1903,570.9
Punjab,1904,451.5
Punjab,1905,434.1
Punjab,1906,677.5
Punjab,1907,588.9999999999999
Punjab,1908,740.5
Punjab,1909,845.7
Punjab,1910,616.4
Punjab,1911,505.8
Punjab,1912,536.4000000000002
Punjab,1913,561.1
Punjab,1914,794.4000000000003
Punjab,1915,421.6
Punjab,1916,588.4
Punjab,1917,1126.7
Punjab,1918,339.6
Punjab,1919,549.8
Punjab,1920,383.1
Punjab,1921,370.30000000000007
Punjab,1922,513.6
Punjab,1923,737.8000000000003
Punjab,1924,590.9
Punjab,1925,629.6999999999998
Punjab,1926,607.4
Punjab,1927,481.1
Punjab,1928,437.3
Punjab,1929,423.00000000000006
Punjab,1930,557.4
Punjab,1931,588.6999999999998
Punjab,1932,490.3
Punjab,1933,860.4999999999999
Punjab,1934,429.19999999999993
Punjab,1935,598.0000000000001
Punjab,1936,626.4000000000002
Punjab,1937,571.1
Punjab,1938,430.8
Punjab,1939,403.80000000000007
Punjab,1940,532.3000000000002
Punjab,1941,506.4
Punjab,1942,871.4999999999999
Punjab,1943,422.4
Punjab,1944,626.7000000000003
Punjab,1945,805.3000000000003
Punjab,1946,478
Punjab,1947,600.9
Punjab,1948,620.3
Punjab,1949,585
Punjab,1950,992
Punjab,1951,499.5
Punjab,1952,566
Punjab,1953,611.5999999999998
Punjab,1954,633.1999999999998
Punjab,1955,974.1
Punjab,1956,750.5000000000001
Punjab,1957,710.5
Punjab,1958,827.9999999999999
Punjab,1959,699.6999999999997
Punjab,1960,607
Punjab,1961,690.1
Punjab,1962,769.4
Punjab,1963,476.1
Punjab,1964,708.9
Punjab,1965,423.29999999999984
Punjab,1966,638.0999999999998
Punjab,1967,680.3
Punjab,1968,536.2
Punjab,1969,494.8
Punjab,1970,650.6
Punjab,1971,748.1000000000001
Punjab,1972,471.10000000000014
Punjab,1973,743.0999999999997
Punjab,1974,356.3
Punjab,1975,705.8
Punjab,1976,794.6
Punjab,1977,712.7
Punjab,1978,720.7
Punjab,1979,463.90000000000015
Punjab,1980,661.7000000000003
Punjab,1981,503.8
Punjab,1982,571.4
Punjab,1983,751.0000000000003
Punjab,1984,710.4000000000003
Punjab,1985,753.0000000000001
Punjab,1986,612.0000000000001
Punjab,1987,409.50000000000006
Punjab,1988,1222.6
Punjab,1989,480.4
Punjab,1990,754.7
Punjab,1991,475.8
Punjab,1992,478.1
Punjab,1993,582.9
Punjab,1994,580.9
Punjab,1995,869.1999999999997
Punjab,1996,589.6
Punjab,1997,690.0999999999997
Punjab,1998,588.6
Punjab,1999,364.6
Punjab,2000,405.3
Punjab,2001,441
Punjab,2002,274.7
Punjab,2003,424.8
Punjab,2004,351.79999999999984
Punjab,2005,552
Punjab,2006,647.7
Punjab,2007,594.8000000000002
Punjab,2008,717.1999999999997
Punjab,2009,361.1
Punjab,2010,451.5
Punjab,2011,705.1
Punjab,2012,493.5
Punjab,2013,586.6000000000001
Punjab,2014,382.9
Punjab,2015,510.8
Punjab,2016,444.1
Punjab,2017,497.5
Himachal Pradesh,1901,1345
Himachal Pradesh,1902,951.6
Himachal Pradesh,1903,993.4
Himachal Pradesh,1904,987.5
Himachal Pradesh,1905,930.2
Himachal Pradesh,1906,1317.4000000000003
Himachal Pradesh,1907,875.2000000000003
Himachal Pradesh,1908,987.5
Himachal Pradesh,1909,1077.1
Himachal Pradesh,1910,1406.9
Himachal Pradesh,1911,1333.9
Himachal Pradesh,1912,1207.6
Himachal Pradesh,1913,1119.2999999999995
Himachal Pradesh,1914,1735.9
Himachal Pradesh,1915,1236.8000000000004
Himachal Pradesh,1916,1172.1
Himachal Pradesh,1917,1703.5
Himachal Pradesh,1918,984.8
Himachal Pradesh,1919,1213.3
Himachal Pradesh,1920,1084.8
Himachal Pradesh,1921,1311.4
Himachal Pradesh,1922,1718.6
Himachal Pradesh,1923,1621
Himachal Pradesh,1924,1660.6
Himachal Pradesh,1925,1509.4
Himachal Pradesh,1926,1449.8
Himachal Pradesh,1927,1434.6999999999994
Himachal Pradesh,1928,1308.8000000000004
Himachal Pradesh,1929,1424.6999999999994
Himachal Pradesh,1930,1305.4
Himachal Pradesh,1931,1266.4
Himachal Pradesh,1932,1418.6
Himachal Pradesh,1933,1240.4
Himachal Pradesh,1934,982
Himachal Pradesh,1935,1028
Himachal Pradesh,1936,1157.9
Himachal Pradesh,1937,1464.9
Himachal Pradesh,1938,927.4
Himachal Pradesh,1939,877.6
Himachal Pradesh,1940,1088.6
Himachal Pradesh,1941,895.5000000000001
Himachal Pradesh,1942,1328.1999999999996
Himachal Pradesh,1943,1223.1
Himachal Pradesh,1944,1128.7000000000005
Himachal Pradesh,1945,1647.0000000000002
Himachal Pradesh,1946,1539
Himachal Pradesh,1947,1313.4
Himachal Pradesh,1948,1758.7000000000005
Himachal Pradesh,1949,1311.1
Himachal Pradesh,1950,1684.5
Himachal Pradesh,1951,1238.4999999999998
Himachal Pradesh,1952,1263.6
Himachal Pradesh,1953,1425.6
Himachal Pradesh,1954,1717.5
Himachal Pradesh,1955,1919.2
Himachal Pradesh,1956,1541.5999999999997
Himachal Pradesh,1957,1822.6
Himachal Pradesh,1958,1572.2999999999995
Himachal Pradesh,1959,1640.4
Himachal Pradesh,1960,1115.3000000000004
Himachal Pradesh,1961,1515.6
Himachal Pradesh,1962,1393.6
Himachal Pradesh,1963,1354.6
Himachal Pradesh,1964,1353.9999999999998
Himachal Pradesh,1965,1220.3
Himachal Pradesh,1966,1371
Himachal Pradesh,1967,1558.6
Himachal Pradesh,1968,1168.1999999999996
Himachal Pradesh,1969,1127.7000000000005
Himachal Pradesh,1970,1082.6999999999996
Himachal Pradesh,1971,1274.9
Himachal Pradesh,1972,842.3000000000003
Himachal Pradesh,1973,955.1999999999996
Himachal Pradesh,1974,776.3
Himachal Pradesh,1975,1054
Himachal Pradesh,1976,1179.5
Himachal Pradesh,1977,1245
Himachal Pradesh,1978,1371.2
Himachal Pradesh,1979,1021
Himachal Pradesh,1980,1154.9
Himachal Pradesh,1981,1147.2000000000005
Himachal Pradesh,1982,1423
Himachal Pradesh,1983,1189.6
Himachal Pradesh,1984,968.3
Himachal Pradesh,1985,1194
Himachal Pradesh,1986,1322.6
Himachal Pradesh,1987,1035.4999999999998
Himachal Pradesh,1988,1881.1
Himachal Pradesh,1989,1177.2000000000005
Himachal Pradesh,1990,1462.7999999999995
Himachal Pradesh,1991,1104.8000000000004
Himachal Pradesh,1992,1383.1
Himachal Pradesh,1993,1128.3
Himachal Pradesh,1994,1410.3
Himachal Pradesh,1995,1493.7
Himachal Pradesh,1996,1384.4
Himachal Pradesh,1997,1454.5000000000002
Himachal Pradesh,1998,1381.5000000000002
Himachal Pradesh,1999,1144.9000000000003
Himachal Pradesh,2000,1068.1
Himachal Pradesh,2001,991.7999999999996
Himachal Pradesh,2002,990.5
Himachal Pradesh,2003,1034.4
Himachal Pradesh,2004,878.3
Himachal Pradesh,2005,1248.5
Himachal Pradesh,2006,1218.4
Himachal Pradesh,2007,1034.4
Himachal Pradesh,2008,1114.3000000000004
Himachal Pradesh,2009,956.5
Himachal Pradesh,2010,1259.4
Himachal Pradesh,2011,1108.2
Himachal Pradesh,2012,951.7
Himachal Pradesh,2013,1211.9999999999998
Himachal Pradesh,2014,1008.9
Himachal Pradesh,2015,1210.5
Himachal Pradesh,2016,921.5
Himachal Pradesh,2017,1182.2
Jammu & Kashmir,1901,980
Jammu & Kashmir,1902,760.4
Jammu & Kashmir,1903,1286.7
Jammu & Kashmir,1904,982.1
Jammu & Kashmir,1905,1157.6
Jammu & Kashmir,1906,1193.1
Jammu & Kashmir,1907,1069.6
Jammu & Kashmir,1908,1227.4
Jammu & Kashmir,1909,1339.9
Jammu & Kashmir,1910,1109.6
Jammu & Kashmir,1911,1280.1
Jammu & Kashmir,1912,936.7
Jammu & Kashmir,1913,1000.2
Jammu & Kashmir,1914,1692.1999999999994
Jammu & Kashmir,1915,963.8
Jammu & Kashmir,1916,1034.3000000000004
Jammu & Kashmir,1917,1386.1
Jammu & Kashmir,1918,916.5
Jammu & Kashmir,1919,1189.2
Jammu & Kashmir,1920,889.9000000000003
Jammu & Kashmir,1921,1057.6999999999996
Jammu & Kashmir,1922,890.8000000000003
Jammu & Kashmir,1923,1264.3
Jammu & Kashmir,1924,1181.9999999999998
Jammu & Kashmir,1925,1013.3
Jammu & Kashmir,1926,1123.4999999999998
Jammu & Kashmir,1927,973
Jammu & Kashmir,1928,1291.1
Jammu & Kashmir,1929,1102.6999999999996
Jammu & Kashmir,1930,1168.0000000000002
Jammu & Kashmir,1931,954.9
Jammu & Kashmir,1932,1039.4
Jammu & Kashmir,1933,1187.7
Jammu & Kashmir,1934,803.0999999999997
Jammu & Kashmir,1935,1085.4
Jammu & Kashmir,1936,1140.9
Jammu & Kashmir,1937,939.8
Jammu & Kashmir,1938,1061.8
Jammu & Kashmir,1939,1003.3000000000004
Jammu & Kashmir,1940,878.4000000000003
Jammu & Kashmir,1941,871.6999999999997
Jammu & Kashmir,1942,1239.9
Jammu & Kashmir,1943,1167.6999999999996
Jammu & Kashmir,1944,1050.9
Jammu & Kashmir,1945,856.3
Jammu & Kashmir,1946,922.3
Jammu & Kashmir,1947,913.9
Jammu & Kashmir,1948,1183.1
Jammu & Kashmir,1949,947
Jammu & Kashmir,1950,1523.0999999999997
Jammu & Kashmir,1951,962.7999999999996
Jammu & Kashmir,1952,1069.5
Jammu & Kashmir,1953,1229.6999999999996
Jammu & Kashmir,1954,1307.3000000000004
Jammu & Kashmir,1955,1156.5000000000002
Jammu & Kashmir,1956,1520.7
Jammu & Kashmir,1957,1520.3
Jammu & Kashmir,1958,1350.4
Jammu & Kashmir,1959,1550.2
Jammu & Kashmir,1960,766.4000000000003
Jammu & Kashmir,1961,1137.9
Jammu & Kashmir,1962,930.3
Jammu & Kashmir,1963,909.1
Jammu & Kashmir,1964,946.2
Jammu & Kashmir,1965,912.5
Jammu & Kashmir,1966,1378.9
Jammu & Kashmir,1967,1091.4
Jammu & Kashmir,1968,1065.5
Jammu & Kashmir,1969,1095.5999999999997
Jammu & Kashmir,1970,656.9
Jammu & Kashmir,1971,764.5
Jammu & Kashmir,1972,1145.6999999999996
Jammu & Kashmir,1973,1100.5
Jammu & Kashmir,1974,802.5000000000001
Jammu & Kashmir,1975,1180.4999999999998
Jammu & Kashmir,1976,1023.4
Jammu & Kashmir,1977,955.1
Jammu & Kashmir,1978,1061.6
Jammu & Kashmir,1979,1077.4
Jammu & Kashmir,1980,1017.7
Jammu & Kashmir,1981,1135.5
Jammu & Kashmir,1982,1202.1
Jammu & Kashmir,1983,1485.1999999999994
Jammu & Kashmir,1984,1157.3000000000004
Jammu & Kashmir,1985,1167.2
Jammu & Kashmir,1986,1521.1
Jammu & Kashmir,1987,1216
Jammu & Kashmir,1988,1671
Jammu & Kashmir,1989,1216
Jammu & Kashmir,1990,1573.8
Jammu & Kashmir,1991,1449
Jammu & Kashmir,1992,1478
Jammu & Kashmir,1993,1243.7000000000005
Jammu & Kashmir,1994,1732.4
Jammu & Kashmir,1995,1619.5999999999997
Jammu & Kashmir,1996,1620.4999999999998
Jammu & Kashmir,1997,1295.9
Jammu & Kashmir,1998,1325.8000000000004
Jammu & Kashmir,1999,890.6
Jammu & Kashmir,2000,984.6
Jammu & Kashmir,2001,952.7
Jammu & Kashmir,2002,903.4
Jammu & Kashmir,2003,1311.1
Jammu & Kashmir,2004,944.8
Jammu & Kashmir,2005,1692.5999999999997
Jammu & Kashmir,2006,1519.9
Jammu & Kashmir,2007,1023.6
Jammu & Kashmir,2008,1224.5000000000002
Jammu & Kashmir,2009,1104.3893223234738
Jammu & Kashmir,2010,997.8000000000004
Jammu & Kashmir,2011,887.5999999999997
Jammu & Kashmir,2012,1034.7
Jammu & Kashmir,2013,859.3
Jammu & Kashmir,2014,1093.5
Jammu & Kashmir,2015,1572.9
Jammu & Kashmir,2016,902.9
Jammu & Kashmir,2017,1279.1
West Rajasthan,1901,158.8
West Rajasthan,1902,195.5
West Rajasthan,1903,307.2000000000001
West Rajasthan,1904,167.9
West Rajasthan,1905,114.4
West Rajasthan,1906,269.6
West Rajasthan,1907,353.3
West Rajasthan,1908,582
West Rajasthan,1909,426.2
West Rajasthan,1910,293.4
West Rajasthan,1911,138.9
West Rajasthan,1912,279.79999999999995
West Rajasthan,1913,248.1
West Rajasthan,1914,302.3
West Rajasthan,1915,147.3
West Rajasthan,1916,421.7
West Rajasthan,1917,768.8
West Rajasthan,1918,62.2
West Rajasthan,1919,305
West Rajasthan,1920,248.6
West Rajasthan,1921,218
West Rajasthan,1922,244.9
West Rajasthan,1923,273.3999999999999
West Rajasthan,1924,297
West Rajasthan,1925,169.60000000000005
West Rajasthan,1926,440.2
West Rajasthan,1927,332.49999999999994
West Rajasthan,1928,272.1
West Rajasthan,1929,303.2999999999999
West Rajasthan,1930,230
West Rajasthan,1931,395.3
West Rajasthan,1932,265.1
West Rajasthan,1933,376.20000000000016
West Rajasthan,1934,322.4
West Rajasthan,1935,256.7
West Rajasthan,1936,265.40000000000003
West Rajasthan,1937,292.4000000000001
West Rajasthan,1938,183.5
West Rajasthan,1939,137.4
West Rajasthan,1940,292.4
West Rajasthan,1941,224.6
West Rajasthan,1942,338.9000000000001
West Rajasthan,1943,295.5
West Rajasthan,1944,525.0000000000001
West Rajasthan,1945,363.9
West Rajasthan,1946,223
West Rajasthan,1947,253.2
West Rajasthan,1948,233.5
West Rajasthan,1949,224.7
West Rajasthan,1950,278.29999999999995
West Rajasthan,1951,179.90000000000003
West Rajasthan,1952,267.20000000000005
West Rajasthan,1953,304.30000000000007
West Rajasthan,1954,250.5
West Rajasthan,1955,391.3
West Rajasthan,1956,374.1
West Rajasthan,1957,267.29999999999995
West Rajasthan,1958,264.1
West Rajasthan,1959,335.4000000000001
West Rajasthan,1960,217.8
West Rajasthan,1961,400.3
West Rajasthan,1962,262.40000000000003
West Rajasthan,1963,174.5
West Rajasthan,1964,337.4000000000001
West Rajasthan,1965,215.2
West Rajasthan,1966,252.90000000000003
West Rajasthan,1967,340.3
West Rajasthan,1968,141.99999999999997
West Rajasthan,1969,118.9
West Rajasthan,1970,355.7
West Rajasthan,1971,251.7
West Rajasthan,1972,185.9
West Rajasthan,1973,454.8
West Rajasthan,1974,164.3
West Rajasthan,1975,553.9000000000002
West Rajasthan,1976,425.1
West Rajasthan,1977,389.20000000000016
West Rajasthan,1978,379.5999999999999
West Rajasthan,1979,308.4
West Rajasthan,1980,238.3
West Rajasthan,1981,248.5
West Rajasthan,1982,311.7999999999999
West Rajasthan,1983,469.30000000000007
West Rajasthan,1984,203.3
West Rajasthan,1985,197.3
West Rajasthan,1986,204.2
West Rajasthan,1987,143
West Rajasthan,1988,280.4
West Rajasthan,1989,248.2
West Rajasthan,1990,445
West Rajasthan,1991,179.09999999999997
West Rajasthan,1992,425.8
West Rajasthan,1993,293.5
West Rajasthan,1994,415.4
West Rajasthan,1995,367.8
West Rajasthan,1996,307.7999999999999
West Rajasthan,1997,345.20000000000016
West Rajasthan,1998,279.6
West Rajasthan,1999,204.3
West Rajasthan,2000,235.4
West Rajasthan,2001,285.3
West Rajasthan,2002,92.2
West Rajasthan,2003,368.1
West Rajasthan,2004,196.79999999999995
West Rajasthan,2005,260.6
West Rajasthan,2006,361.3
West Rajasthan,2007,310.7000000000001
West Rajasthan,2008,324.1
West Rajasthan,2009,160.5
West Rajasthan,2010,473.3
West Rajasthan,2011,418.70000000000016
West Rajasthan,2012,327.2999999999999
West Rajasthan,2013,389.5
West Rajasthan,2014,302.4
West Rajasthan,2015,458.50000000000006
West Rajasthan,2016,347
West Rajasthan,2017,408.20000000000016
East Rajasthan,1901,412.6
East Rajasthan,1902,578.1999999999998
East Rajasthan,1903,686.0999999999998
East Rajasthan,1904,694.5
East Rajasthan,1905,279.90000000000003
East Rajasthan,1906,647.3
East Rajasthan,1907,551.6999999999998
East Rajasthan,1908,870.1000000000001
East Rajasthan,1909,781.8
East Rajasthan,1910,685.3
East Rajasthan,1911,420.3
East Rajasthan,1912,655.3
East Rajasthan,1913,498.2
East Rajasthan,1914,676.4999999999999
East Rajasthan,1915,401.6
East Rajasthan,1916,845.1999999999997
East Rajasthan,1917,1350.5
East Rajasthan,1918,273.6
East Rajasthan,1919,786.8999999999999
East Rajasthan,1920,596.4999999999999
East Rajasthan,1921,547.7
East Rajasthan,1922,669.9000000000002
East Rajasthan,1923,690
East Rajasthan,1924,924.4
East Rajasthan,1925,483.69999999999993
East Rajasthan,1926,832.3000000000003
East Rajasthan,1927,725.9999999999999
East Rajasthan,1928,608.3
East Rajasthan,1929,575.8000000000002
East Rajasthan,1930,661.1999999999998
East Rajasthan,1931,774.3999999999999
East Rajasthan,1932,543.8
East Rajasthan,1933,937.9
East Rajasthan,1934,808.8
East Rajasthan,1935,684.8000000000002
East Rajasthan,1936,542.2
East Rajasthan,1937,670.3999999999999
East Rajasthan,1938,503.1
East Rajasthan,1939,400.70000000000016
East Rajasthan,1940,652.9999999999999
East Rajasthan,1941,505.70000000000016
East Rajasthan,1942,939.3
East Rajasthan,1943,716.6
East Rajasthan,1944,906.9
East Rajasthan,1945,861.8000000000003
East Rajasthan,1946,887.6000000000001
East Rajasthan,1947,714.9
East Rajasthan,1948,663.4999999999999
East Rajasthan,1949,509.2
East Rajasthan,1950,739.9000000000003
East Rajasthan,1951,362.9
East Rajasthan,1952,712.6
East Rajasthan,1953,585.8
East Rajasthan,1954,666
East Rajasthan,1955,844.6
East Rajasthan,1956,928.9
East Rajasthan,1957,662.3000000000002
East Rajasthan,1958,742.7
East Rajasthan,1959,786.3
East Rajasthan,1960,591.6
East Rajasthan,1961,884.3000000000003
East Rajasthan,1962,604.1
East Rajasthan,1963,577.5999999999998
East Rajasthan,1964,646.2000000000003
East Rajasthan,1965,423.9
East Rajasthan,1966,473.3
East Rajasthan,1967,760.1
East Rajasthan,1968,519.5
East Rajasthan,1969,634.1000000000001
East Rajasthan,1970,718.4
East Rajasthan,1971,784.4000000000003
East Rajasthan,1972,454.3
East Rajasthan,1973,948.2
East Rajasthan,1974,611.9000000000002
East Rajasthan,1975,897.9
East Rajasthan,1976,815.4000000000003
East Rajasthan,1977,887.5
East Rajasthan,1978,727.2
East Rajasthan,1979,515.2
East Rajasthan,1980,547.3999999999999
East Rajasthan,1981,615.3000000000002
East Rajasthan,1982,660.3
East Rajasthan,1983,795.3
East Rajasthan,1984,563.4
East Rajasthan,1985,588.1
East Rajasthan,1986,590.0000000000001
East Rajasthan,1987,435.8999999999999
East Rajasthan,1988,640.1
East Rajasthan,1989,510.5
East Rajasthan,1990,780.0999999999997
East Rajasthan,1991,578.7
East Rajasthan,1992,723.5
East Rajasthan,1993,595.1999999999998
East Rajasthan,1994,839.1999999999997
East Rajasthan,1995,754.1999999999997
East Rajasthan,1996,715.6
East Rajasthan,1997,573.8
East Rajasthan,1998,475.7
East Rajasthan,1999,408.5
East Rajasthan,2000,440.1
East Rajasthan,2001,551.3000000000002
East Rajasthan,2002,285.3
East Rajasthan,2003,626.6
East Rajasthan,2004,606.2
East Rajasthan,2005,567.8
East Rajasthan,2006,748.5
East Rajasthan,2007,575.6
East Rajasthan,2008,644.5
East Rajasthan,2009,414.2
East Rajasthan,2010,689.4999999999999
East Rajasthan,2011,802
East Rajasthan,2012,693.6
East Rajasthan,2013,835.9999999999999
East Rajasthan,2014,683.3000000000002
East Rajasthan,2015,650.6999999999998
East Rajasthan,2016,860.6
East Rajasthan,2017,600.4
West Madhya Pradesh,1901,718.1999999999997
West Madhya Pradesh,1902,911.8
West Madhya Pradesh,1903,949.5
West Madhya Pradesh,1904,774.3
West Madhya Pradesh,1905,696.6
West Madhya Pradesh,1906,1010.2
West Madhya Pradesh,1907,650.4999999999999
West Madhya Pradesh,1908,832.5999999999997
West Madhya Pradesh,1909,830.2999999999997
West Madhya Pradesh,1910,959.4
West Madhya Pradesh,1911,676.3
West Madhya Pradesh,1912,807.1999999999997
West Madhya Pradesh,1913,790.4999999999999
West Madhya Pradesh,1914,836.4000000000003
West Madhya Pradesh,1915,772.7
West Madhya Pradesh,1916,1219.1
West Madhya Pradesh,1917,1309.3000000000004
West Madhya Pradesh,1918,509.50000000000006
West Madhya Pradesh,1919,1232.9
West Madhya Pradesh,1920,714.8000000000003
West Madhya Pradesh,1921,808.4999999999999
West Madhya Pradesh,1922,918.1
West Madhya Pradesh,1923,1071.1
West Madhya Pradesh,1924,1031.1
West Madhya Pradesh,1925,693.4000000000003
West Madhya Pradesh,1926,913.8
West Madhya Pradesh,1927,872.8000000000003
West Madhya Pradesh,1928,895.6999999999997
West Madhya Pradesh,1929,728.6
West Madhya Pradesh,1930,888.1999999999997
West Madhya Pradesh,1931,1131.7
West Madhya Pradesh,1932,988.2999999999996
West Madhya Pradesh,1933,1211.6
West Madhya Pradesh,1934,1164.9
West Madhya Pradesh,1935,871.2
West Madhya Pradesh,1936,901.1
West Madhya Pradesh,1937,1053.5
West Madhya Pradesh,1938,1001
West Madhya Pradesh,1939,802.5999999999997
West Madhya Pradesh,1940,1064.9
West Madhya Pradesh,1941,739.4
West Madhya Pradesh,1942,1201.6999999999996
West Madhya Pradesh,1943,962.8
West Madhya Pradesh,1944,1347.6999999999996
West Madhya Pradesh,1945,1047.3
West Madhya Pradesh,1946,1250.7
West Madhya Pradesh,1947,1064.7
West Madhya Pradesh,1948,1247.6999999999996
West Madhya Pradesh,1949,966.1
West Madhya Pradesh,1950,904.4
West Madhya Pradesh,1951,649.6999999999998
West Madhya Pradesh,1952,829.3
West Madhya Pradesh,1953,793.7
West Madhya Pradesh,1954,1100.5000000000002
West Madhya Pradesh,1955,1149.2
West Madhya Pradesh,1956,1065.8
West Madhya Pradesh,1957,833.0000000000001
West Madhya Pradesh,1958,1099.7
West Madhya Pradesh,1959,1181.5
West Madhya Pradesh,1960,882.5
West Madhya Pradesh,1961,1433.5
West Madhya Pradesh,1962,905.9
West Madhya Pradesh,1963,905.3
West Madhya Pradesh,1964,879.9000000000003
West Madhya Pradesh,1965,594.6
West Madhya Pradesh,1966,680
West Madhya Pradesh,1967,945.6
West Madhya Pradesh,1968,861.3000000000003
West Madhya Pradesh,1969,1116.7999999999995
West Madhya Pradesh,1970,1113.1
West Madhya Pradesh,1971,1135.6
West Madhya Pradesh,1972,770.2
West Madhya Pradesh,1973,1406.9000000000003
West Madhya Pradesh,1974,876.5999999999997
West Madhya Pradesh,1975,1064.6999999999996
West Madhya Pradesh,1976,1027.6
West Madhya Pradesh,1977,1002.8
West Madhya Pradesh,1978,1003.2
West Madhya Pradesh,1979,781.8
West Madhya Pradesh,1980,873.9999999999999
West Madhya Pradesh,1981,890.1999999999997
West Madhya Pradesh,1982,934.0999999999996
West Madhya Pradesh,1983,1071.8
West Madhya Pradesh,1984,859.5
West Madhya Pradesh,1985,874.7
West Madhya Pradesh,1986,937.1
West Madhya Pradesh,1987,784
West Madhya Pradesh,1988,951.1
West Madhya Pradesh,1989,758.4
West Madhya Pradesh,1990,1143.9999999999998
West Madhya Pradesh,1991,745.4
West Madhya Pradesh,1992,754.3000000000003
West Madhya Pradesh,1993,1031.7999999999995
West Madhya Pradesh,1994,1179.6
West Madhya Pradesh,1995,864.6
West Madhya Pradesh,1996,1085.5
West Madhya Pradesh,1997,1058.4
West Madhya Pradesh,1998,926.9
West Madhya Pradesh,1999,1052.7
West Madhya Pradesh,2000,635.1043738049715
West Madhya Pradesh,2001,787
West Madhya Pradesh,2002,684.3
